id,open_edges
5362,29235
5363,29271
5364,29273-29911
5365,29293-29353-127133
5366,29301-29551
5367,29317
5368,29321
5369,29329
5370,29333
5371,29335-83831-160967-160989-161020
5372,29341-30107-67889-67895-127903-129828-131241-131393-131775-132485-134106-135423-145816
5373,29343-31957-80643
5374,29355
5375,29357-29405-29645-29765-37301-37303-37305-37307-37316-39890-40869-40873-41019-51243-51518-51525-57207-57399-62189-69744-105928-111110-111568-111703-129030
5376,29359-106808-112148
5377,29361-29435-29537-29543-61734-61744
5378,29367-31369-39121-48355-58896-83606-85010-88452-125174
5379,29379
5380,29381-29391-29697-32973-35868
5381,29385-29568-29579-29592-40759-130718
5382,29387
5383,29389
5384,29393
5385,29395-34195-34561
5386,29397
5387,29403-29533-29541-29981-30065-30125-37115-37117-37119-37311-37313-61735-61745-101574
5388,29419-34197
5389,29424-33163
5390,29425-30942-31449-32115-32415-32484-32501-32675
5391,29431-29727
5392,29443-31080-31122-31181-35072-36288-37891-37947-40132-41340-41994-42002-44779-45781-61198-66416-69611-97703-147890-157346
5393,29447-33413-39561-39579-39581-39583-39595-39609-39615-40129-40145-40263-40273-40345-42571-42589-42591-42941-42951-42959-43047-43053-43839-44315-44317-44337-44339-44341-44343-44467-44483-44489-44491-44503-44509-44885-44905-44941-44961-44965-44977-44997-45003-45005-45179-45534-45684-45828-47842-47972-50673-54474-65396-132755
5394,29457-31059-31992-34688
5395,29477
5396,29479
5397,29481-30491-36815-52133-52409-52473-52705-53425-57260-75151-88441-88442-95350-99402-103435-119890-119892-119953-120428-121858-122281-147804-148701
5398,29483
5399,29495-29559
5400,29499
5401,29505-78250-78256-78268-78348-81387-81744-101028-101094-103084-103122-105228-139874
5402,29509-29549
5403,29515-35013-35607-36572-36629-36696-37278-37349-39367-105895-107417-107532-111803-111809-111811-111859-111871-112131-142719-143418-143424-157682-157684-157689
5404,29517-64851-153942
5405,29519-30789-31781-32723-136526
5406,29523-29525-29563-29587-29599-29603-33005
5407,29553
5408,29555-32227-34143-34773-35767-38457-42095-44087-47846-48040-48353-56829-65525-69508-72937-73079-75414-78733-87483-89698-89819-95200-95639-103238-105750-120048-122319-122360-122363-122501-122503-126700-146639-147995-151193-156285-159216
5409,29567-40925-154705-157239
5410,29569
5411,29571-29583-30686-31166-31364
5412,29573-29581-29607
5413,29593
5414,29597-46447
5415,29601
5416,29609-29617
5417,29623
5418,29629-80948
5419,29641-29661-29679-29681-29686-29743-29745-29755-30047-30451-30632-30956-31081-31123-31132-31365-31439-31566-31653-31961-32568-32835-32847-33524-34280-34822-36790-40496-41492-41868-41880-43175-70229-78146-89412-92232-95878-111022-114110-116846
5420,29651-29667-30254-30294-30350-30360-30565-30569-32443-32814-33283-33289-33293-34232-39932-39964-44362
5421,29653-49807-50691-61048-70246-78464-78554-81148-81754-82226-82242-82318-85966-86040-95606-95658
5422,29687
5423,29691-32039-32085-32119-33869-34255-36309-36335-46375-46393-47201-47227-65112
5424,29695
5425,29713
5426,29723-31661-46985-47195-57109-64835-65275-65789-67355-68397-74211-74789-85643-85675-87972-154818
5427,29725-115228
5428,29729
5429,29731
5430,29733-35071-35077-54871
5431,29737-30688-31338
5432,29739-29817-29829
5433,29741-29753
5434,29773-30023-32473-33143
5435,29777-38055-39529
5436,29779
5437,29781-30117-30156-30159-37495
5438,29793-31471-33897-34019-36083-50927-51083-64407
5439,29795-40383
5440,29797-31885-31887-36241-39664-39670-39788-63560-63578-63620-128038-128598
5441,29799-29801-29915-29917-29921-34533
5442,29803-68752-68759
5443,29805
5444,29809-34671-43749-137259
5445,29813-64439-64505
5446,29815
5447,29819-29821-29995-33591-33649-33679-144781-149489-152193-152199-152243-152714-152889-153336-153350-157645-157691-158137
5448,29823-41141-41145
5449,29833
5450,29835-32181
5451,29849-29851-30029-30037
5452,29857-30690-38951-77822-137742-137746-139814-140550
5453,29861
5454,29863-29865-85276-85334-104132-139965
5455,29873-29875-32157-32169-32179-32211
5456,29879-29983
5457,29889
5458,29893-30763
5459,29897
5460,29901-29907
5461,29903-29905
5462,29909
5463,29913
5464,29919-29985-30421-32311-54935
5465,29923
5466,29927
5467,29929
5468,29931-106466
5469,29935
5470,29937
5471,29939-90554
5472,29941
5473,29943
5474,29945
5475,29949
5476,29953
5477,29955
5478,29957
5479,29959
5480,29961
5481,29963
5482,29965-148780
5483,29967
5484,29971
5485,29975
5486,29977
5487,29987
5488,29989
5489,29991-31829-32483-32489-34021-37795-38845-38900-46427-63088-67525-69408-81099-85758-112276-115200-126345-129132
5490,29993-30261-30291-34440-34551-34643-34727-34729-36570-38426-38435-40102-47873
5491,30005-60163-64821-65686-66808-66967-67625-96558-96568-104814-114398-114428-149552-162222-162268
5492,30009
5493,30011-30035-30459-39035-39816-54976-55232-56407-56409-56411-123558-123600-126968-157659
5494,30013-36269-36959-43110-43330-65332-112568-126443-152267
5495,30015-30341-35577
5496,30021
5497,30031
5498,30033
5499,30038-36721
5500,30039-30999
5501,30041
5502,30043-30051
5503,30055
5504,30057-31671-31847-32984-33937-34857
5505,30059-86851-86893-90337-91755-91871-92633
5506,30061
5507,30063
5508,30071-30073-30075-30079-30081-30083
5509,30077-81863-82153-86124-86654-86666-157901
5510,30085
5511,30087
5512,30095
5513,30097-30131
5514,30105
5515,30109-30755-34657-36270-36361-36363-36365-36367-36369-39435-41092-42102-43375-43874-68793-68795-72356-72534-75047-77571-85618-86739-88259-96866-101994-102074-109068-120746-121368-127550-129492-132564-141806-150032-159356
5516,30115-115909
5517,30119-30433-34913
5518,30121-30129-149739
5519,30123-30127
5520,30133
5521,30139-31109-34089-34113-34118-34127-34339-34345-34353
5522,30145-30223-39491-39522
5523,30153-30499
5524,30157-58711-58753-98014-129954
5525,30163-30173
5526,30165
5527,30167-49765-67645-67909-67929-69795-74507
5528,30171
5529,30187
5530,30189
5531,30191-34160-55350-69176-74320-111863-112012-114006-114329-114389-120760-121528-129833-151026
5532,30192-30212-30272-30629-32763-40103-58471-64388-69900-72526-95376-98564-115268-123584-141834-156864
5533,30193-30273-124934
5534,30197
5535,30203
5536,30205-30216-86462-86464-86466
5537,30209
5538,30211-30581-30781-30885-30995-31303-31405-31925-32059-33797
5539,30213-30767
5540,30217-30219-86465
5541,30221
5542,30231-30409-30489-31891-32037
5543,30237-30303-30315
5544,30247-30281-31233
5545,30251-30381
5546,30253-54577-54584
5547,30255-30295-30377-30385-30431-30445-31229
5548,30257-41570-43488-50985-127480-128246
5549,30263-30267
5550,30271
5551,30275-133292-133526-133570-133876-133996-134244-134626-135856-136030-136544-136548-139672-139691-140165-140246-140601-141557-141610-141830-142622-142722-143537-147657-152434
5552,30289-30403-30587
5553,30293
5554,30305-31719
5555,30307-62415-70326-99925
5556,30309-71272
5557,30313-35907-38667-46331-48366-67272-67298-67310-67376-68676-71046-71512-74754-76002-76060-76220-76257-76792-77026-79674-79974-92724-94652-103775-109942-109944
5558,30317
5559,30319-30331-30351-30361-30561
5560,30325-30985-30987
5561,30329
5562,30333-30343
5563,30339-36921-116373-129889-139024-139214
5564,30349
5565,30353
5566,30355-36063-37237-38005
5567,30357
5568,30367
5569,30369
5570,30371
5571,30375-32889-33129-33131-33161-33247-33475-34131-34133-35226-78340-78446-78586-78589-89258-114822-115210-117121-117267-117273-117278-117288-118047-118049
5572,30391-30871-32173
5573,30395-30397-35544-35585-35587-35727-35996-36810-36830-37325-37326-37336-43799-46726-47036-53022-67435-92082
5574,30399-30405-35545-35617-36020-36139-36196-36208-37585-76826-76892
5575,30401-36332-37391-38012-38023-38026-38099-39655-39661-40133-46183-52835-99981-118794-131255
5576,30407
5577,30411-30449-30475-30531
5578,30413-33683-41486
5579,30415-35396
5580,30417-30503-30509-48974
5581,30419-30447
5582,30435-127271
5583,30436-30438-154506
5584,30437-30439-154728-155169-159437
5585,30443
5586,30455-34785-66943-66945-74246-74338-74340-112251-125769-142853-145374-149206-160584
5587,30457-30495-40239-61160
5588,30461-30957-31125-33736-40067-134394-150842
5589,30463-67774-68776-69409-73121-89503-109052-147506
5590,30465-30627-30735-31363-32971-35688-129142-129358-131180-131370
5591,30467-106494-106500
5592,30473-45149-63328-130081
5593,30479-33719-33739-33856-33858-63835-63841-64519-117994-118052
5594,30481-39891-40230-40232-44134-44136-44138-44159-44222-44436-60790-61044-61046-63341-63342-69784-69833-77863-79365-107802-107872-111190-111226-111228-111231-111233-111234-111266-111544-111602-111605-111606-111608-111610-112362-113542-113544-113546-117632-117635-117637-119450-121992-121994-121997-122016-122306-122446-122448-122708-125112-125764-126983-128336-128356-128358-132080-134090-134134-134136-134138-135726-135745-135746-135749-135850-137428-137704-137800-137836-137839-137840-137842-137844-137874-137920-137924-137926-137928-137930-137948-137952-137998-138068-138426-138598-138796-138821-138823-138824-138826-138828-139112-139172-139174-139177-139179-139180-141708-141807-141808-141810-141812-141952-142992-142995-143008-143016-143020-145176-147595-147780-149868-152668-152670-152852-156768-156804-157519-157520-157522-157525
5595,30487-30515-30549-31199-31206-34505-34507-34631-35058-35064-123535-123536
5596,30497-78095-78135-78191-78246
5597,30513
5598,30521-70076-115634
5599,30535
5600,30537
5601,30539
5602,30541
5603,30543
5604,30545
5605,30547
5606,30551
5607,30555-80051-80437-80871-80897-91646-91664-91788-91824-91856-91858-91867-91968-92656-92667-93360-93362-93364-93366-93610-95088-95158-95218-95222-96392-96416-99822-99973-101650-125882-145900-156188
5608,30559-148590-158873
5609,30563-126016-140443
5610,30567-30723-67381-72330
5611,30571-30591-30599-31207-35141-35800-132296-144077
5612,30573-30675
5613,30575
5614,30585-41041-59496-59499-66851-75117-85311-85313-87381-89845-107104-107107-107108-107111-122541-122543-122545-122547-122549-123077-123378-124681-124682-124685-124686-124688-124691-124693-125322-129691-129701-129705-129709-129723-130175-132185-132303-132924-136587-138766-139411-139745-140073-140769-140783-140811-140899-140909-141026-141034-141043-141051-141073-141077-141087-141099-141499-142529-142975-143074-143519-143611-144053-144271-144795-145476-145532-145625-145682-146324-146688-146727-146743-146869-146954-147454-147957-148028-148649-149058-149199-149233-152549-153245-153260-154616-155938-156541-156561-157772-157953-158425-158531-158564-158574-161627-161645-161675-161764
5615,30589
5616,30597-37539
5617,30603-30939-33095-33179-34199-58487-61632-61648-118764-155119
5618,30605
5619,30607
5620,30609
5621,30613-31119-32337-32739-32749-35255-40638-40733-40906-40963-41121-41204-41260-41266-41269-41304-41392-41508-41580-41592-41762-41786-41862-41866-41886-41954-41966-42058-42172-42176-42178-42230-42240-42278-42288-42290-42304-42338-42365-42415-42470-43618-43764-43902-43910-43968-44216-44227-44302-44355-44359-44412-44516-44617-44858-44888-44906-44915-45046-45096-45184-45496-45522-45812-45878-46414-46418-46423-46566-46614-46620-46906-47554-47830-47882-48024-48500-48552-48719-48764-48916-48966-49072-49140-49218-49288-49348-49380-49390-49448-49509-49542-49555-49784-50696-50938-51114-51260-51262-51632-51668-51738-51900-52038-52336-52377-54302-55000-55274-55774-55904-55980-56035-56220-56370-56373-56618-57072-58846-58890-58903-59136-59174-59680-60020-60096-60126-60286-60480-60836-61452-62010-62521-62522-62543-62545-63436-64416-64778-65347-65582-66701-66804-67182-67224-69348-69580-69666-70086-71474-71802-71812-71878-72088-72346-72408-72450-72504-72530-72748-72760-73924-74324-74515-75258-75496-75774-75794-76250-76406-77276-77372-77536-77712-78030-78180-79204-79220-79520-79552-80482-80690-80950-82160-82299-83394-83848-84175-84606-85528-85962-87246-87644-88564-88736-88892-88926-89388-89498-89908-90456-90548-90834-91548-92052-92318-92806-93024-93654-93858-94268-94344-94610-95424-95813-95814-96184-97035-98646-99770-99856-100194-100208-100267-100350-100564-100806-100820-100826-101382-102038-102078-102092-102376-102379-102414-103832-104144-104922-105232-105250-105493-105809-106469-106471-106473-106642-106868-107650-107730-107928-108282-108358-108455-108470-108638-108684-109014-110241-110396-110624-111456-112126-112128-112376-112406-112774-113230-113655-113656-113658-113660-113662-113734-114298-115276-116050-116348-116618-117374-119468-119506-120020-120154-120161-121470-121850-122218-122622-122636-123774-124228-124557-124558-124561-124563-124565-124567-124569-124571-124573-124575-124576-124579-124581-124582-124584-124586-124660-124708-124864-124891-125216-125224-125254-125324-125368-125654-126852-127368-127536-127708-127710-127728-127860-128042-128078-128081-128186-128217-128560-128658-129236-129470-129714-129778-129792-129829-129848-131362-131584-131730-132018-132482-133062-133100-133300-133504-133684-134516-134644-136116-138660-138663-140179-140211-140587-140606-140756-141045-141140-141142-141144-141147-141790-141922-142251-142470-142640-142864-143690-143932-144030-144454-144456-144580-144646-144665-144688-144776-144797-144800-144837-144844-144935-145252-145254-145276-145680-145782-145790-145844-147212-147970-147972-147975-147977-147979-147980-147983-147984-147987-147989-147990-148317-148359-148366-148368-149602-149682-149786-149856-150142-151324-152300-152802-152876-153004-153236-153690-154009-154462-154874-155167-155664-155917-155919-155921-155922-155925-155927-155929-155976-156586-156716-157498-157892-158366-158440-158500-158706-158736-158971-159401-160870-161187-161778-162072
5622,30621-146110
5623,30623-71595-71617-71619-72470-72874-79032-79252
5624,30631
5625,30633-31163-31227-36791-37123-37125-37333-37335-37643-38481-42355-44300-44326-44662-46730-46944-47664-47678-52183-94112-118756-131116-132078-158704
5626,30635-30699
5627,30637-36005-36012-40332-75446-98094-129968-133038-133200-157226
5628,30641-30643-30731-31277-40451-57801-83600-83602-111641-123275-126485-132109-153043
5629,30645-30647
5630,30669-53193-68522-69020-69044-69424-93686-127246
5631,30671-33630-33646-33930-34326-34332-41275-41333-115249-115251-122207
5632,30673-33982-37627-39716-71231-71233-74682-86528-124422
5633,30681-31106-34022-35217-35535-36904-38078-149563-162221
5634,30683-30931-31339-31499-31528-31865-31919-31983-33260-36765-36777-40457-40938-41681-42007-43302-49640-49726-50830-50954
5635,30685-30805-30807-30813-30815-31177-31988-32006-32217-32635-32754-32789-32965-33053-33089-33210-33716-33805-33817-33855-33867-34509-34982-35719-35843-35947-36333-37006-37317-37330-37365-37413-38410-38577-38699-38867-39033-39047-39049-39051-39053-39105-39180-39896-40690-41070-42130-42164-42754-42915-42994-43164-43332-46020-46231-46466-46760-46800-47374-47774-47924-48142-48384-48748-49162-49276-51647-52344-52732-53071-53890-56542-56622-56752-57310-57390-57735-58592-58874-59842-60519-61568-63150-63838-64002-64020-64025-65517-65704-65978-66075-66132-66270-66411-66551-67093-67918-67937-68380-68814-69956-70838-70897-70982-70984-71554-71887-72309-72754-73632-74146-74280-74352-76084-76216-76996-77006-77072-77437-77496-78082-78272-78413-80148-80724-82811-83298-84396-84511-85934-86162-86546-86550-86602-86684-87250-87474-87673-87675-88522-88712-88720-89150-89460-89532-89776-90150-90220-90261-90707-91638-91798-93357-93600-93794-93868-94300-94306-94994-95104-95170-95620-96067-96410-97184-97690-97698-98112-98846-98912-99164-99240-99252-99312-99640-99660-100156-100210-100244-100722-101950-102117-102166-102292-102626-103150-103314-103354-103379-103814-104214-104540-104746-104748-105047-105109-105130-105478-105632-105680-105704-105754-106058-106554-107533-107894-108500-108591-108628-109182-109574-109996-110146-111184-112090-112483-113064-113284-113768-114378-114436-114439-114876-115233-115382-115388-115500-115610-115625-115867-115883-116506-116547-116620-116979-117330-118000-118274-118282-118518-119511-119668-119942-120049-121012-121036-121097-121099-121106-121109-121111-121114-121159-121262-121426-122152-122728-123388-123760-123808-123813-123819-123823-123827-124404-124446-125323-125498-126707-126839-127182-127202-127421-127842-128410-129002-129173-129618-130512-130758-130765-130874-130935-130938-130961-130966-130968-130970-131041-131236-131372-131537-132238-132308-132774-133356-133612-134086-134182-134378-134876-135186-135324-136664-136824-136914-136921-136988-137583-137831-137970-138020-138025-138854-139212-139283-139288-139420-139451-139510-140104-140248-140343-140715-140974-141202-141211-141370-142052-143396-143586-143678-144067-144192-144344-144435-144666-146006-146161-146172-146709-147219-147963-148240-148328-148330-149882-149890-150000-151550-152604-152650-153254-153654-154280-154833-155638-157267-157680-158213-158253-158305-158758-159200-159226-159848-159950-159972-160394-160442-160930-161028-161064-161148-162229-162510
5636,30687-30689-30772-32807-40939-43345-46976-46978-57335-68629-94266-98324-103071
5637,30691-77823-99926
5638,30703
5639,30715
5640,30719-31535-31748-34029-34366-35313-39676-46275-56228-56711-57111-57724-58070-65051-73372-73925-77831-91238-101790-101902-144481
5641,30721
5642,30727-36703-36715-40672-63972-100904
5643,30729-30737-30747-30821-127407
5644,30741
5645,30743-33135-33211-33213-33215-33217-33229-33231-33946-34002-34005-34116-34125-34179-34181-34235-34260-34414-34559-34884-34915-34995-35137-35233-35283-35286-35324-35476-35893-36503-36831-36842-37882-38440-38447-38474-39499-39969-40231-40775-44084-44954-44990-45155-45540-46998-51600-52161-53260-54150-55408-57668-60556-60676-60678-61205-61214-61388-61620-61686-61688-61690-61693-61701-61726-61731-61811-61813-61814-61816-61818-61826-61828-61866-61890-61990-62155-62168-62170-62201-62204-62332-62597-62598-62600-62620-63086-63160-63346-63357-63888-63890-64584-65890-66214-66370-68267-69122-69140-69161-69736-69869-69872-72348-78357-80005-88760-89668-91163-91418-102366-105206-119308-119842-123154-124208-124768-129512-131659-131926-132644-134916-136754-153510-156348-160350
5646,30751-31273
5647,30753-36795-38704-40639-57627-57651
5648,30759-31279
5649,30761-41250-41256-43251-43377-43403-43534-92829-92860-92862-92864-92868-92884-92916-93312-94008-94072-95135-130274-130309-130420-161664
5650,30765-30779-30869-30981-31573-31577-33810-35583-40379-40503-40735-43574-51989-99282-102969-103965-107896-108153-108653-108676-108782-112861-114787-114789-114795-114919-114923-114983-115100-115684-119887-123467-123472-123506-123664-123780-123861-124079-124590-125708-125720-131940-134874-135074-140206-141412-142188-142203-142389-142899-144574-146078-146866-147361-149452-150382-150562-150836-151222-156663-156970
5651,30771
5652,30773-31500-31669-34847-34939-38995
5653,30783
5654,30791-31285-31286-32587
5655,30793-35982-35987-101374-101392-115638
5656,30799-33792-40285-63811-118024-132146-133198
5657,30801-31657
5658,30803
5659,30809-30811
5660,30817
5661,30823-31021
5662,30827-32199-60602-61358-61694
5663,30829-31431-31999-32001-33668-34940-34981-97656-108514-146990-156723
5664,30831
5665,30837-35415
5666,30851
5667,30875-31085-31133
5668,30877
5669,30879-30929
5670,30887
5671,30891-30897-31093-31973-31987-34941-58861-137502
5672,30893
5673,30901-30991
5674,30903-145104
5675,30907-31017-32101-32815-33259-33373-33833-34023-34367-35801-36675-37245-37247-38103-40212-41079-42126-42395-42576-42922-43128-43645-45414-46187-47395-48187-49155-50339-50780-50855-52745-52846-52966-54289-64026-64947-70686-71971-74620-74708-88571-90420-96246-116724-135241-146066-152724-155962
5676,30909-75445
5677,30911-30997-31807
5678,30913-30915-30917-30919-30921-31209-31211-31213-31245-33203-33343-33417-33701-33735-59384-82275-89761-89946-90166
5679,30933-60034-63152-68376-72746-73334-74742-75560-78532-79010-79772-80988-86410-90444-90452-94156-96282-96610-102520-104270-104284-110440-110444-110454-114928-116264-119784-137430-148248-155480
5680,30943-32699-41325-42151-42258-65236-65240
5681,30947
5682,30953
5683,30955
5684,30961-31675-44304-48466-51014-51022-117538-128183-142490
5685,30967-31039-31043-31061
5686,30977-31037-31137-31541-32313-39719-43492-43502-46940-52492-125544
5687,30979-31007
5688,30983-44649
5689,31001-31105-31283-37671-93203-94001-108284-141235-141258-147751-147753-147797-147941-148270-148790-149878-150615-150623-150679-150691-150701-150716-150747-150757-150766-150848-150852-150884-150926-150995-151316-151326-151374-151450-152158-152765-152839-152844-152904-152925-153204-154974-157009-160309
5690,31005-31083-31091
5691,31011-34152-38300-38310-39564-40007-42520-43236-43448-43724-43988-43992-44028-48068-52192-53505-56283-57076-69449-73571-100140-105545-108326-122879-129458-131490-134395-134864-152848
5692,31013-31201-31760-32175-32176-32209-32223-32575-32647-32651-33079-33705-34373-37295-37483-38651-40337-41590-49152-53672-61196-76532-109384-111475-112670
5693,31025-131047-132253
5694,31033-32277-32281-32297-32937-33453-33514-34185-34243-34267-34273-34275-34397-34919-41998-53748-54057-68527-148197
5695,31065-31941-33769-34042-38234-49460-49470-49550-113438-149730
5696,31067-31069-31723-31855-33169-33171-35903-35945-38959-42326-45218-48591-101384-101388-112283-155029
5697,31071-34877
5698,31073
5699,31075-31751-32121-42497-56008-56011-101528
5700,31078-36099
5701,31079-37421
5702,31089-48686-50786-50937-53682-53857-53872-63782-63784-122760-122768
5703,31095-31099-33093-35145
5704,31097
5705,31103
5706,31107-31167-31761-31766-32485-37156-42086-42512-44056
5707,31115-75522
5708,31129-33690-33702-33717-41326-42000-45354-55908-67836-89470-89480-107832-107834-107836
5709,31139-33101-33251-33313-33441-55009-55431-56284-69565-83992-102046-113560-123934-124600
5710,31145-31151-31189-31197-32451-32457-32865-33465-33515-33539-34765-35135-39172-40608-41591-43340-44272-44613-45076-45274-46328-50107-50824-52184-56342-57290-57846-60818-60862-61772-62184-62954-64580-64842-70058-71314-75688-76144-76606-77760-77968-78192-80349-83824-86218-86646-88472-88937-89956-90692-91431-91457-91461-95934-96194-98226-98700-100947-101198-101746-101830-102750-102810-103340-103627-103639-105252-105298-105434-105546-106372-106661-106700-107412-107555-107920-108730-108967-109332-109812-110023-110086-110465-110884-110996-111114-112552-112718-113274-113562-113664-113983-114318-114997-115040-115089-115410-115596-115752-115766-115814-115826-117244-120493-120980-123739-124094-124318-125900-127022-127172-127664-128068-129133-131076-131396-131958-132270-133450-134652-135816-136122-136262-136344-138202-138804-140092-140112-140177-140366-141340-143244-143562-143602-145200-145850-145895-145977-146980-147389-147604-148490-148591-149664-152420-153874-154236-154890-156630-158566-158584-158586-158588-158592-158692-159902
5711,31153
5712,31157-31295-32201-32343-32771-33799-34351-35523-35815-36089-65306-65312-96981
5713,31159-75828-76449-79991-84736-85102-88456-88463-88632-100588-118021-131101-144920-144930-146140-150068-151088-151104-151238-152297
5714,31169-33884-61850-67420-69481-69502-75715-76481-76485-76492-85998-86016-86020-86028-86032-86086-86102-86122-86317-90583-92404-108709-108828-108972-108996-109446-109948-117596-117613-117654-121018-129761-139059-143672-143818-143976-150506-152356-152374-152558-152646-152770-152811
5715,31171-31845-33525
5716,31187-43111-43346
5717,31203
5718,31205-37127-45681-89021-89041-89095-107693-117863-117951-118026-118033-118059-128187-128685-128689-128691-147264-148185-148187-148806-152276
5719,31219-31221-31223-31539-31889-32197-32247-32301-32303-32305-32477-33619-33621-33878-34147-34149-34277-35459-36275-36295-36665-38123-41016-41784-42340-43817-45478-45690-46526-47968-49706-49951-50127-50637-51429-51484-51545-52479-52483-52555-56731-70534-103372-117895-138860
5720,31235-31243
5721,31241
5722,31247-31997
5723,31249-73866-74057
5724,31253-33825-36812-53362-62868-70180-87177-135375-159603
5725,31257-39454-39592-39652-42203-42210-42351-42357-42976-42984-50150-50202-58293-61830-61891-63468-69957-75846-76120-121475-121769-128260-134747-135163-144507-146466-156902-157410
5726,31267-31931-32155-43600-61392-137991-142586
5727,31269
5728,31275-34210-115490
5729,31287-31291
5730,31289-31933-32445-32783-34043-34205-36816-47312-69260-101178-101201-147653-152063-152115-152127-152545-155100-160312-160954
5731,31313-44548-44565-61052-61082-63222-63248-77190
5732,31329
5733,31333-32447-36471
5734,31337
5735,31349-31459-31461-31849-31863-32021-32329-32388-32519-33551-33737-33787-33793-36871-43383-47214-49275-50659-50989-51587-51677-51697-126403-135408-139802-143736
5736,31388-31402-33173-33957-34026-34153-34216-34638-34850-36420-36980-38526-38680-38786-39584-40780-42667-43859-46322-46922-47502-47723-59587-60554-91526-91528-95455-101218-104424-104860-110956-111570-113634
5737,31389-31403-47682
5738,31395-31412-31416-31419-31435-31443-31472-31521-32298-32306-32869-33750-34083-34362-34547
5739,31411
5740,31413-31417
5741,31423-42687-42751-42829-42839-42935-43165-43229-43779-43893-44967
5742,31433-32327-33185-34283
5743,31451-67461
5744,31463-63827-64119-68025-68027-70629
5745,31467
5746,31469
5747,31473-35729-77686-77729-77824-104862-113648-128477-140282-140498-140856-141411-144884-144977-145248-145540-153830-153870-154102-154218-155564-156964-157264-157334-158222-162606
5748,31479-31707-35171-43247-43291-45530-45553-46388-50204-50597-51836-53250-54898-58478-59942-75144
5749,31481
5750,31483
5751,31485
5752,31487
5753,31491-39775-46853-48205-53470-54359-61207-71785-80095-105514-123622-126314-127227-127241-127461-127556-147943-147947-148011-151315-153184-153759-157378-157698-158236-159921
5754,31497-31605-31609-31733-31785-32594-33310-36731-36817-37067-44057-48015
5755,31501-31529-31905-32243-32314-32573-33023-33103-33111-33159-33879-33935-33975-34271-45800-53762-54118-54652-55932-71519-141910
5756,31503-31519-31655
5757,31505-39885-41093-45775-46037-47993-50432-52018-52854-135721-135723-135899-136723-136777-136883-136886-136895
5758,31525
5759,31537-31791-31917-46783-46801-51478-51490-55911-57760-78109-80232-83304-99218-101742-102135-103558-119276-122522-122534-127007-131711-132991-139632-143191-144654
5760,31545
5761,31549-36895
5762,31551
5763,31555-31575-32800-32813-32829-36771-36781-36783-60053
5764,31557-31613-31753-39937-160444
5765,31561-72190-72250-90523-127234
5766,31563
5767,31565-31857
5768,31567
5769,31571-38175
5770,31581-31582-31709-32066-32143-32191-32205-32315-32324-32379-33603-40725-56706-62534-63850-65970-66940-67144-73756-91478
5771,31583
5772,31585
5773,31587-33189-43135
5774,31589-31797-33471-34568-40260-43754
5775,31595
5776,31607
5777,31617-31645-31677-32995-33309-33369-33575-33577-33665-116649-151888-152298-153238-153344-153722-153732-154118-161136
5778,31621-31641-31663-32047-32137-32151-32193-33547-38045-40162-83632-83637-83649-83652-84866-85874-88032-88044-88521-88537-88947-89106-89634-91776-91780-91784-91826-92840-94818-94822-154134-156266
5779,31623
5780,31647-65011
5781,31649-31877-32899-38711-62859
5782,31659-31773-31827-38227-46201-46209-46797-46827-46896-46956-46988-47648-50276-50608-50832-50911-51268-51734-51799-51806-51811-52105-52174-53709-54224-54256-73674-82267-90408-90516-91376-140788-141754
5783,31665-33763-34187-35035-35105-35152-35941-36003-36015-36081-37409-38825-38831-39241-39247-40850-47433-47439-47441-47445-48003-50791-52163-56108-60649-64920-67972-71991-80975-83693-83704-83852-84081-85468-85698-85731-89569-90550-91347-91357-94212-96630-98784-100598-102922-103432-107288-107290-112259-117140-131109-131885-132186-132705-132707-138932-144986-146044-146748-149212-152562-156370
5784,31667
5785,31683-39325-77782
5786,31691-32117
5787,31697
5788,31699-31711-33240-33243-33252-33279-33311-33362-33605-33611-34709-34739-34743-34747-34756-34767-34779-34791-35027-35205-35267-40409-42837-43391-43671-46317-48043-48621-48623-48629-48631-48635-48637-48667-48673-48681-48685-48849-48855-48871-48929-49481-49511-49541-49543-49697-50361-50733-50738-51039-51254-51645-52443-52543-52900-52983-53247-53354-53423-54275-55348-57197-58002-60019-61074-61130-61427-61969-62446-62463-62467-63036-63494-64031-71763-72078-75030-76782-78721-85802-85916-89243-90057-90063-90067-90077-90078-91407-96529-125958-138464-141701-142310-142400-144259-150660-153646-161748-162538
5789,31705
5790,31721-41034
5791,31729-31731-31735-104583-104585-104605-104620
5792,31737-32553-36717-37962-37992-38017-38906-39455-39468-39590-49381-53235-53261-54379-63309-83676-111949-145536-149991
5793,31739
5794,31743
5795,31749-31767-37648-55574-55612-55742-55923-55933-56020-56026-56030-56530-60552-107523-129205-134682
5796,31769-35955-37141-37792-37950-40156-49034-55727-84387-91241-115301-118907-118920
5797,31813-45033-60886-61073-61080-61101-61162-62695-62706-63023-63523-63541-64676-64678-64682-66149-66161-106297-106298-108503-111807-116864-143397-143405-144408-144440-153018-159697
5798,31823-31841-31861-31873-117349-117353-117896-118279-118485-118502
5799,31825
5800,31833-31984-32003-32023-32041-32079-32610-32787-34411-38957-45029-78188-80970-126703-128094-128132-128272-128702-137069
5801,31835-52925-52943-52951-54675
5802,31867-32657-32659-32661-32901-32903-38509-38669-42383-45151-68284
